Year,Term,Subject,Catalog,Descr,Primary Instructor Name,Max Units,Long Title,Description,Requisite
2018,Fall,MGMT,2701,Ethics For Supply Chain Mgmt,"Velasquez,Manuel G",1,Ethics For Supply Chain Management Professionals,"This course is designed for students in the Master of Science in Supply Chain Management and
Analytics program. It provides an understanding of the psychology of ethical behavior, the role
of ethics in business and its application to the ethical dilemmas encountered in supply chain
management, and managing ethics within organizations. Its focus is on practical techniques for
identifying, analyzing, and resolving ethical dilemmas when they arise, for marshaling the
resources and courage to respond ethically to them, and for managing other supply chain
professionals in an ethical manner. The course consists of both an online component and an in-
class component. This course is currently open only to students in the MS-SCMA program; this
course does not fulfill the ethics requirement in the MBA program.",
2018,Fall,MGMT,3000,Leading People and Orgs,"Patterson,Kelly",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Piderit,Kristin E",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Patterson,Kelly",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Piderit,Kristin E",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Patterson,Kelly",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Piderit,Kristin E",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Piderit,Kristin E",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Posner,Barry Z",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,,4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Piderit,Kristin E",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Piderit,Kristin E",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Piderit,Kristin E",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3000,Leading People and Orgs,"Piderit,Kristin E",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3050,Strategic Analysis,"Madsen,Tammy",4,Strategic Analysis,"This course focuses on the processes by which managers position their businesses to develop and sustain an advantage relative to rivals in the face of uncertainty, rapid change, and competition. Strategy involves understanding the utility of different choices and tradeoffs  choosing what not to do is as important as choosing what to do. As a result, the course covers a variety a tools, frameworks, theories and concepts for analyzing a firms strategic position and the environment in which it is operating. By focusing on the factors that make some strategic positions strong and viable, students will develop the ability to evaluate the effects of changes in resources & capabilities, industry forces, macroenvironmental forces, and technology on industry structure and firm behavior and, in turn, on a firms opportunities for establishing and sustaining a superior position relative to rivals. The course also requires that students integrate and extend the knowledge and skills they have developed throughout their MBA program course work (i.e. marketing, finance, economics, organizational behavior, ethics, information systems, accounting, etc.) into a ""total business perspective. Analyzing real world situations best facilitates this activity; therefore, case analysis plays a large role in the course. Students will develop skills in developing a coherent, social responsible, viable and defensible strategic position that will carry a firm into the future.","(OMIS 3357, 357, 857 OR 3252)&(FNCE 451 OR 2452 OR 3452, 3000 OR 854)&(ACTG 3000 OR 851)&(MKTG 3552, 551,3000 OR 856)&(ECON 3000 OR 3400 OR 857)& (MGMT 3000 OR 850)&(MGMT 3505, 505, 3200 OR IDIS 861)& (OMIS 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)"
2018,Fall,MGMT,3512,Practice & Morality of Ldrship,"Patterson,Kelly",4,The Practice of Leadership (Organizational Change),"Investigates and examines priorities of exemplary leaders. Emphasizes developing conceptual understanding of the leadership process and on building leadership skills. Classes are often experiential and highly reflective, using written and video case studies. Some team assignments may be made.",(MGMT 3000 OR MGMT 503 OR MGMT 850 OR MGMT 3502) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MGMT,3519,Strategic Analysis,"Ji,Xiaoying",4,Strategic Analysis,"This course focuses on the processes by which managers position their businesses to develop and sustain an advantage relative to rivals in the face of uncertainty, rapid change, and competition. Strategy involves understanding the utility of different choices and tradeoffs  choosing what not to do is as important as choosing what to do. As a result, the course covers a variety a tools, frameworks, theories and concepts for analyzing a firms strategic position and the environment in which it is operating. By focusing on the factors that make some strategic positions strong and viable, students will develop the ability to evaluate the effects of changes in resources & capabilities, industry forces, macroenvironmental forces, and technology on industry structure and firm behavior and, in turn, on a firms opportunities for establishing and sustaining a superior position relative to rivals. The course also requires that students integrate and extend the knowledge and skills they have developed throughout their MBA program course work (i.e. marketing, finance, economics, organizational behavior, ethics, information systems, accounting, etc.) into a ""total business perspective. Analyzing real world situations best facilitates this activity; therefore, case analysis plays a large role in the course. Students will develop skills in developing a coherent, social responsible, viable and defensible strategic position that will carry a firm into the future.","(OMIS 3357, 357, 857 OR 3252)&(FNCE 451 OR 2452 OR 3452, 3000 OR 854)&(ACTG 3000 OR 851)&(MKTG 3552, 551,3000 OR 856)&(ECON 3000 OR 3400 OR 857)& (MGMT 3000 OR 850)&(MGMT 3505, 505, 3200 OR IDIS 861)& (OMIS 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)"
2018,Fall,MGMT,3538,Leading Teams and Projects,"Flatt,Sylvia J",4,Leading Teams and Projects,"This course presents key analytical tools to prepare students to build and lead project teams in dynamic environments. The course provides students with tools and concepts for effective project management and techniques for creating high performing temporary teams. Students will assess team composition and team dynamics, and learn to intervene when conflict is unhealthy. Key practices for project planning, monitoring and controlling are examined, including an examination of common sources of project risks.",(MGMT 3000 OR MGMT 503 OR MGMT 850 OR MGMT 3502 OR MGMT 2501) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ OR MSINFSYSMJ )
2018,Fall,MGMT,3541,Strat Dev in Food & Bev Indstr,"Riel-Carden,Erica R",4,Strategy Development in Food & Beverage Industries,"focuses on analysis of the strategic options facing food and agribusinesses worldwide.
Emphasis is on developing an understanding of industry segments and value chains, food
branding strategies, and new product development. Particular attention is placed on innovation in
the agricultural production (AgTech) and food (FoodTech) sectors. Teams work together to
prepare case analyses for presentation to the class. Students receive feedback and are coached on
how to enhance their performance. (4 units)",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MKTG,2700,Introduction to Marketing Prin,"Byers,Charles F",1,,,
2018,Fall,MKTG,2700,Introduction to Marketing Prin,"Byers,Charles F",1,,,
2018,Fall,MKTG,3000,Marketing Is Everything,"Lo,Ho Fu Des",4,Marketing Is Everything,"Focuses on decisions faced by managers concerning market segmentation, targeting, and positioning. Covers concepts such as new product development, pricing strategies, distribution channels, customer relationships, and performance metrics within a strategic planning framework. Students apply these key concepts and frameworks to cases and to formulating a comprehensive marketing plan centered on sustainable profitability and capabilities. Cases cover various environments and industries, especially those of concern to Silicon Valley firms.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ) AND NOT (MKTG 3552 OR MKTG 551 OR MKTG 553)
2018,Fall,MKTG,3000,Marketing Is Everything,"Byers,Charles F",4,Marketing Is Everything,"Focuses on decisions faced by managers concerning market segmentation, targeting, and positioning. Covers concepts such as new product development, pricing strategies, distribution channels, customer relationships, and performance metrics within a strategic planning framework. Students apply these key concepts and frameworks to cases and to formulating a comprehensive marketing plan centered on sustainable profitability and capabilities. Cases cover various environments and industries, especially those of concern to Silicon Valley firms.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ) AND NOT (MKTG 3552 OR MKTG 551 OR MKTG 553)
2018,Fall,MKTG,3000,Marketing Is Everything,"Montermoso,Juan P",4,Marketing Is Everything,"Focuses on decisions faced by managers concerning market segmentation, targeting, and positioning. Covers concepts such as new product development, pricing strategies, distribution channels, customer relationships, and performance metrics within a strategic planning framework. Students apply these key concepts and frameworks to cases and to formulating a comprehensive marketing plan centered on sustainable profitability and capabilities. Cases cover various environments and industries, especially those of concern to Silicon Valley firms.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ) AND NOT (MKTG 3552 OR MKTG 551 OR MKTG 553)
2018,Fall,MKTG,3569,Small Busn Entrepreneurship,"Bruno,Albert V",4,Small Business Entrepreneurship,"Evaluation of venture ideas and the conversion of these ideas into viable ventures. Discussion of cases, lectures, and presentations by guest lecturers who have played a role in starting new enterprises (e.g., bankers, attorneys, entrepreneurs). Development of a five-year business plan for a new enterprise. Knowledge of accounting/finance must be sufficient to build viable financial statements.Business plan teams will present their business plan investor pitches to a Silicon Valley investor panel at the end of the quarter.",(MKTG 3000 OR MKTG 3552 OR MKTG 551 OR MKTG 2552 OR MKTG 856) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MKTG,3569,Small Busn Entrepreneurship,"Bruno,Albert V",4,Small Business Entrepreneurship,"Evaluation of venture ideas and the conversion of these ideas into viable ventures. Discussion of cases, lectures, and presentations by guest lecturers who have played a role in starting new enterprises (e.g., bankers, attorneys, entrepreneurs). Development of a five-year business plan for a new enterprise. Knowledge of accounting/finance must be sufficient to build viable financial statements.Business plan teams will present their business plan investor pitches to a Silicon Valley investor panel at the end of the quarter.",(MKTG 3000 OR MKTG 3552 OR MKTG 551 OR MKTG 2552 OR MKTG 856) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MKTG,3572,New Product Innovation,"Sarangee,Kumar R",4,New Product Innovation,"Presents the product manager or marketer as a generalist with responsibility for the multifunctional, multidisciplinary approach required to develop, launch, and manage successful products by combining elements of product development, product launch planning, and product management, Includes in-depth treatments of product life cycle analysis, buyer utility, competitive set, customer and market analysis, pricing, and the product launch process. Appropriate for those interested in high-technology and/or consumer product markets.",(MKTG 3000 OR MKTG 3552 OR MKTG 551 OR MKTG 2552 OR MKTG 856) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MKTG,3572,New Product Innovation,"Sarangee,Kumar R",4,New Product Innovation,"Presents the product manager or marketer as a generalist with responsibility for the multifunctional, multidisciplinary approach required to develop, launch, and manage successful products by combining elements of product development, product launch planning, and product management, Includes in-depth treatments of product life cycle analysis, buyer utility, competitive set, customer and market analysis, pricing, and the product launch process. Appropriate for those interested in high-technology and/or consumer product markets.",(MKTG 3000 OR MKTG 3552 OR MKTG 551 OR MKTG 2552 OR MKTG 856) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MKTG,3590,Desgn & Mnging Dyn Mkt Chnnels,"Lo,Ho Fu Des",4,Designing and Managing Dynamic Market Channels,"Focuses on understanding current theory and development of the analytical skills required for effective management and strategic deployment of multi-channel marketing decisions. Includes topics on channel planning, design; management of power, conflict and coordination in channel relationships; role of strategic alliances; and managing indirect channels. Requires creation of an in-depth case analyses and a channel audit project.",(MKTG 3000 OR MKTG 3552 OR MKTG 551 OR MKTG 2552 OR MKTG 856) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MKTG,3592,Internet Marketing & eCommerce,"Williams,Patrick John",4,Internet Marketing & eCommerce,Provides the background and analytical skills to effectively manage Internet marketing and e-commerce strategies. Examines how the Internet can be leveraged into the marketing activities of a business. Students will develop an Internet marketing plan for an existing business. Prerequisite: MKTG 553.,(MKTG 3000 OR MKTG 3552 OR MKTG 551 OR MKTG 2552 OR MKTG 856) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,MKTG,3599,Business Analytics Practicum,"Wang,Lin Jen",3,Business Analytics Practicum,Practicum/Capstone course for MS Business Analytics students.  All students will work independently with their advisor to gain enrollment in this course.,MSBUSAMJ Academic Plan Only
2018,Fall,MKTG,3698,Independent Study,"Weiner,Mark Allan",3,Independent Study,,
2018,Fall,MSIS,2601,Object-Oriented Analysis & Prg,"Ghiassi,Manoochehr",3,Object-Oriented Software Design Analysis and Programming,"Provide students with an overview of object-oriented programming methodology using the Java Programming Language.  Course will present different programming paradigms, including structured (procedural) and object oriented, compare and contrast these approaches, object oriented programming concepts including data abstraction, abstract data types, classes and objects, inheritance, polymorphism, encapsulation, packages and interfaces, and multithreaded programming. To support GUI-based Java applications, concepts and tools such as event handling, Generics programming, Swing, and JavaFX, (libraries and classes introduced in JDK 8 and beyond) windowing systems and frameworks are introduced to support modern lightweight development of Java-based Applets. Prerequisite: Knowledge of C programming language or equivalent.",MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2602,Info Systems Analysis & Design,"Dessouky,Yasser M",3,Information Systems Analysis & Design,"Methodology to assist in the analysis and design of computer-based information systems for business applications. Tools include data flow diagrams, flowcharts, Structured English, pseudo code, hierarchy charts, structure diagrams, and Warnier-Orr charts. Application of these tools to a systems development project is required. Cross-listed as OMIS 372. Credit will not be given for both. Prerequisite: None.",MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2603,Database Management Systems,"Zimbra,David Kyle",3,Database Management Systems,"This course aims to give an understanding of and hands-on experience with the most widely used database tools. The objective of this course is to convey intermediate to advanced database concepts and to acquaint students with state-of-the-art software tools. The course will rely on classroom discussions, media articles and cases, as well as programming exercises and an integrative group project. Use of database software is required. A lab fee is required. Cross-listed as OMIS 366. Credit will not be given for both. Prerequisite: Experience with computer usage.",MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2603,Database Management Systems,"Zimbra,David Kyle",3,Database Management Systems,"This course aims to give an understanding of and hands-on experience with the most widely used database tools. The objective of this course is to convey intermediate to advanced database concepts and to acquaint students with state-of-the-art software tools. The course will rely on classroom discussions, media articles and cases, as well as programming exercises and an integrative group project. Use of database software is required. A lab fee is required. Cross-listed as OMIS 366. Credit will not be given for both. Prerequisite: Experience with computer usage.",MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2604,Info Systems Policy & Strategy,"Mank,Darrel Aloysius",3,Information Systems Policy and Strategy,"Strategic management and deployment of information systems and technologies (ISTs) to improve business competitiveness. An examination of the role of IST strategy in enabling companies to effectively manage in the turbulent and dynamic business environment brought about by the Internet. Analysis of new business opportunities in electronic commerce brought about by ISTs, including organizational redesign that these technologies require. An examination of implementation and change management issues related to IST deployment in the new environment. Focuses on drawing lessons from the experiences of leading companies that are deploying ISTs to define and support their e-commerce strategies. Cross-listed as OMIS 378. Credit will not be given for both. Prerequisite: None.",MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2605,Telecom & Business Networks,"Ceran,Yasin",3,Telecommunications & Business Networks,"This course provides the essential technical understanding necessary to evaluate and integrate telecommunication technologies into sustainable business models as well as to make decisions concerning the communications infrastructure in any organization. Covering technologies including voice and data networks, local and wide area networking, internet, and generations of wireless technologies to form the basis for the discussion of economic and managerial issues about how the technology is deployed, including issues of interoperability, scalability, regulations, security, service level agreements, convergence, unified messaging, and service quality. Prerequisite: None.",MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2606,Software Project Management,"Ghiassi,Manoochehr",3,Software Project Management,"An overview of software project development methodology, covering both technical and managerial aspects of software development. Examines alternate software life cycle models and introduces modern techniques for definition, design, implementation, and validation of software products. Cross-listed as OMIS 368.  Credit will not be given for both.  Prerequisite: Knowledge of or experience with a high-level programming language, or permission of instructor.",(MSIS 601 OR MSIS 2601) AND (MSIS 602 OR MSIS 2602) AND MSINFSYSMJ
2018,Fall,MSIS,2624,E-Business Technologies,"Tan,Tzu-Chin",3,E-Business Technologies: Virtualization and Cloud Computing,"Studies strategic management and deployment of information systems and technologies (ISTs) to improve business competitiveness. Examines the role of IST strategy in enabling companies to effectively manage in the turbulent and dynamic business environment brought about by the Internet. Analyzes new business opportunities in electronic commerce brought about by ISTs, including the organizational redesign that these technologies require. Reviews the implementation and change management issues related to IST deployment in the new environment. Focuses on drawing lessons from the experiences of leading companies that are deploying ISTs to define and support their e-commerce strategies. Prerequisite: None. (3 units)",(MSIS 601 OR MSIS 2601) AND (MSIS 602 OR MSIS 2602) AND MSINFSYSMJ
2018,Fall,MSIS,2627,Big Data Modeling & Analytics,"Parsian,Mahmoud",3,Big Data Modeling and Analytics,"Today, more than 80% of useful data is unstructured. Businesses ,governments and all organizations  now wants  to store, process and analyze these huge datasets economically and predictably to solve numerous problems  - find new markets, reduce risks, improve healthcare and many such applications. Todays useful data has velocity, variety and volume.  Old SQL databases are not fit to handle the new requirements.  Term  Big Data was coined to solve the emerging problem. 
This course is about Big Data and its role in carrying out modern business intelligence for actionable insight to address new business needs. This course is a lab led and open source software rooted course. Students will learn the fundamentals of Hadoop framework, NoSQL databases and R language. The class will focus on storage, process and analysis aspects of Big Data.    Students will have access to a MapR Hadoop image. The image is enhanced by instructor to include MongoDB and R.  Prerequisites: MSIS 2601 and 2603.",(MSIS 601 OR 2601) AND (MSIS 603 OR 2603) AND MSINFSYSMJ
2018,Fall,MSIS,2629,"Dashbds, Scorecrds, and Visual","Wadhwa,Sudhir K.",3,Dashboards,"This course enables you to transform data into persuasive dashboards that effectively inform and guide management actions. Dashboards are persuasive if they motivate actions in an intended audience. Dashboards are effective if they offer comprehensive and reliable information. This course introduces and discusses the fundamental design principles and technology of dashboards and allows you to design, implement, and critique dashboards.",(MSIS 601 OR 2601) AND (MSIS 603 OR 2603) AND MSINFSYSMJ
2018,Fall,MSIS,2631,Machine Learning,"Alvarez,Roberto Luis",3,Machine Learning,This course introduces participants to quantitative techniques and algorithms that are based on big data (numerical and textual) or are theoretical models of big systems or optimization that are currently being used widely in business. It introduces topics that are often qualitative but that are now amenable to quantitative treatment. The course will prepare participants for more rigorous analysis of large data sets as well as introduce machine learning models and data analytics for business intelligence.,MSIS 2601 AND MSIS 2603 AND MSINFSYSMJ
2018,Fall,MSIS,2641,Info Tech: Ethics & Pub Policy,"Seidler,Simon",3,Information Technology: Ethics and Public Policy,"Introduces the normative principles for ethical decision-making: identifying 
which principles are applicable; and, weighing conflicting principles. Includes 
in-depth exploration of contemporary ethical issues, together with public 
policy issues relating to information technology in the context of the legal 
environment of business. Class lectures and discussions are based on the 
textbook, supplemented by ethical simulations and scenarios.",MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2644,MSIS Master's Thesis,"Ceran,Yasin",6,MSIS Masters Thesis,,
2018,Fall,MSIS,2647,Capstone Design Project II,"Chadha,Tejpal Singh",3,Capstone III,,MSIS 2645 AND MSIS 2646 AND MSISINFSYSMJ
2018,Fall,MSIS,2647,Capstone Design Project II,"Kadambi,Vasu",3,Capstone III,,MSIS 2645 AND MSIS 2646 AND MSISINFSYSMJ
2018,Fall,MSIS,2696,Special Topics,"Varma,Subir",3,Special Topics,Covers special topics; offered on an occasional basis.,MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2797,Curricular Practicum Education,"Kadambi,Vasu",1,Curricular Practicum Education,"The primary purpose of Co-op education is to give international students an opportunity to gain practical knowledge in their field of study.  This course is designed to prepare them for such an experience.  It consists of a series of lectures on topics that will familiarize them with Silicon Valley working environment, and will enable them to relate their experience in the industry to their academic program.  Attendance is mandatory. Prerequisite:  Students must a minimum of 3 consecutive quarters of full time course enrollment and be in good academic standing (Cumulative grade point average must be 3.0 or higher).",MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2798,Extended Curricular Pract. Ed,"Kadambi,Vasu",1,Extended Curricular Practicum Education,,MSINFSYSMJ Academic Plan ONLY
2018,Fall,MSIS,2802,Data Science Analysis w/Python,"Samorani,Michele",3,,,
2018,Fall,OMIS,2353,Statistical Methods,"Najafi-Asadolahi,Sami",3,Statistical Methods,"Introduces probability and statistical analysis, emphasizing applications to managerial decision problems. Discusses descriptive statistics, probability theory, sampling distributions, statistical estimation, hypothesis testing, and simple and multiple regressions. Additional topics may include exploratory data analysis, analysis of variance, and contingency tables.",(MSFNCEMJ OR MSENTREPMJ)
2018,Fall,OMIS,2355,Computer-Based Decision Models,"Smith,Stephen A",3,Computer-Based Decision Models,"Integrative course focusing on the use of computer-based models to improve managerial decision-making. Teaches rigorous formulation of business decision problems, computer-based solution methods, and interpretation of results. Methods include forecasting, sensitivity and scenario analysis, linear programming, decision trees, and simulation. Applies techniques to problems in operations management, finance, accounting, and marketing.",(MSISTAT MILESTONE OR OMIS 353) AND MSINFSYSMJ
2018,Fall,OMIS,2392,Econometrics with R,"Ertekin,Necati",4,Econometrics for Business Analytics with R,"This is a 4-unit course designed in two parts. The 3-unit lecture session introduces a broad set of econometric tools to analyze large-scale real-world company data to make data-driven business decisions. The 1-unit lab-session features hands-on training in practical data analytics skills using the powerful statistical software environment R. Topics include the Ordinary Least Squares (OLS), model selection, Generalized Least Squares (GLS), instrumental-variables regression, quantile regression, count data models, binary outcome models, and selection models.",MSBUSAMJ Academic ONLY
2018,Fall,OMIS,2392,Econometrics with R,"Ertekin,Necati",4,Econometrics for Business Analytics with R,"This is a 4-unit course designed in two parts. The 3-unit lecture session introduces a broad set of econometric tools to analyze large-scale real-world company data to make data-driven business decisions. The 1-unit lab-session features hands-on training in practical data analytics skills using the powerful statistical software environment R. Topics include the Ordinary Least Squares (OLS), model selection, Generalized Least Squares (GLS), instrumental-variables regression, quantile regression, count data models, binary outcome models, and selection models.",MSBUSAMJ Academic ONLY
2018,Fall,OMIS,2698,Supply Chain Practicum,"Sundaram,Kalyana",1,Supply Chain Practicum,Determined by Faculty Director of MS in Supply Chain Management & Analytics,MSSPLCHNMJ only
2018,Fall,OMIS,3000,Business Analytics,"Bala,Ram",4,Business Analytics,"Business Analytics is the scientific analysis of data to make better business decisions. Students in this course will learn to use analytics platforms across a wide variety of applications such as marketing, finance, and supply chain management. They will become familiar with current technological environments for statistical/machine learning and visualization.",(OMIS 3202 OR OMIS 3352 OR OMIS 355) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,OMIS,3000,Business Analytics,"Tsay,Andy A",4,Business Analytics,"Business Analytics is the scientific analysis of data to make better business decisions. Students in this course will learn to use analytics platforms across a wide variety of applications such as marketing, finance, and supply chain management. They will become familiar with current technological environments for statistical/machine learning and visualization.",(OMIS 3202 OR OMIS 3352 OR OMIS 355) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,OMIS,3000,Business Analytics,"Tsay,Andy A",4,Business Analytics,"Business Analytics is the scientific analysis of data to make better business decisions. Students in this course will learn to use analytics platforms across a wide variety of applications such as marketing, finance, and supply chain management. They will become familiar with current technological environments for statistical/machine learning and visualization.",(OMIS 3202 OR OMIS 3352 OR OMIS 355) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,OMIS,3366,Database Management Systems,"Zimbra,David Kyle",3,Database Management Systems,"Introduces database management and database management systems (DBMS). Teaches technical and managerial skills in database planning, analysis, logical design, physical design, implementation, and maintenance. Features hands-on training in database design, development, and implementation using relational DBMS software. Emphasizes designing and developing reliable databases to support organizational management.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,OMIS,3366,Database Management Systems,"Zimbra,David Kyle",3,Database Management Systems,"Introduces database management and database management systems (DBMS). Teaches technical and managerial skills in database planning, analysis, logical design, physical design, implementation, and maintenance. Features hands-on training in database design, development, and implementation using relational DBMS software. Emphasizes designing and developing reliable databases to support organizational management.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,OMIS,3390,New Product Development,"Propp,Jonathan Bruce",4,New Product Development,"This course introduces students to the methods companies use to develop and release new products and services. New product development is a challenging, Rewarding activity that can make the difference between success or failure for a company, especially in technology-based industries. Student teams will develop a new product or service applying design thinking techniques. They will also learn the sequence of activities needed to successfully develop and launch a new product or service; understand how the different functions and roles in product development interrelate and work together; learn how to balance strategic and tactical activities in successful product development; develop a better understanding of how to determine and satisfy customer needs; and understand the financial aspects of product development.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Fall,OMIS,3698,Independent Study,"Warren,Graeme Mark Herbert",3,Independent Study,,
2018,Fall,OMIS,3698,Independent Study,"Warren,Graeme Mark Herbert",3,Independent Study,,
